q0,q1,q2,q3,acc_x,acc_y,acc_z
-0.39,-0.58,-0.39,0.59,0.0,-0.06,0.0
-0.39,-0.58,-0.39,0.59,0.01,-0.05,-0.01
-0.39,-0.58,-0.39,0.59,0.02,-0.06,-0.04
-0.39,-0.58,-0.39,0.59,0.01,-0.04,-0.02
-0.39,-0.58,-0.39,0.59,0.0,-0.06,-0.03
-0.39,-0.58,-0.39,0.59,0.03,-0.06,-0.01
-0.39,-0.58,-0.39,0.59,0.03,-0.04,0.0
-0.39,-0.58,-0.39,0.59,0.01,-0.04,-0.01
-0.39,-0.58,-0.39,0.59,0.03,-0.04,0.0
-0.39,-0.58,-0.39,0.59,0.04,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.03,-0.06,-0.01
-0.39,-0.58,-0.39,0.59,0.01,-0.04,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.07,0.0
-0.39,-0.58,-0.39,0.59,0.01,-0.05,-0.01
-0.39,-0.58,-0.39,0.59,0.02,-0.04,-0.02
-0.39,-0.58,-0.39,0.59,0.01,-0.04,-0.01
-0.39,-0.58,-0.39,0.59,0.0,-0.06,-0.03
-0.39,-0.58,-0.39,0.59,0.01,-0.03,-0.03
-0.39,-0.58,-0.39,0.59,0.01,-0.06,0.0
-0.39,-0.58,-0.39,0.59,0.01,-0.05,0.01
-0.39,-0.58,-0.39,0.59,0.02,-0.04,-0.04
-0.39,-0.58,-0.39,0.59,0.03,-0.06,0.0
-0.39,-0.58,-0.39,0.59,0.01,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.04,-0.06
-0.39,-0.58,-0.39,0.59,0.02,-0.06,0.03
-0.39,-0.58,-0.39,0.59,0.02,-0.05,-0.02
-0.39,-0.58,-0.39,0.59,0.02,-0.05,-0.05
-0.39,-0.58,-0.39,0.59,0.01,-0.04,0.01
-0.39,-0.58,-0.39,0.59,0.01,-0.03,-0.03
-0.39,-0.58,-0.39,0.59,0.02,-0.05,-0.05
-0.39,-0.58,-0.39,0.59,0.01,-0.04,-0.02
-0.39,-0.58,-0.39,0.59,0.02,-0.06,-0.01
-0.39,-0.58,-0.39,0.59,0.01,-0.07,-0.05
-0.39,-0.58,-0.39,0.59,0.02,-0.06,0.02
-0.39,-0.58,-0.39,0.59,0.01,-0.06,0.01
-0.39,-0.58,-0.39,0.59,0.01,-0.03,-0.01
-0.39,-0.58,-0.39,0.59,0.01,-0.03,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.05,-0.06
-0.39,-0.58,-0.39,0.59,0.01,-0.06,-0.02
-0.39,-0.58,-0.39,0.59,0.01,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.0,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.03,-0.05,-0.03
-0.39,-0.58,-0.39,0.59,0.04,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.06,-0.03
-0.39,-0.58,-0.39,0.59,0.02,-0.06,-0.03
-0.39,-0.58,-0.39,0.59,0.0,-0.04,-0.02
-0.39,-0.58,-0.39,0.59,0.01,-0.05,-0.04
-0.39,-0.58,-0.39,0.59,0.01,-0.03,-0.03
-0.39,-0.58,-0.39,0.59,0.0,-0.07,0.0
-0.39,-0.58,-0.39,0.59,0.03,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.04,-0.04
-0.39,-0.58,-0.39,0.59,0.01,-0.07,-0.02
-0.39,-0.58,-0.39,0.59,0.0,-0.03,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.06,-0.05
-0.39,-0.58,-0.39,0.59,0.01,-0.04,-0.04
-0.39,-0.58,-0.39,0.59,0.02,-0.06,-0.01
-0.39,-0.58,-0.39,0.59,0.01,-0.03,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.05,-0.03
-0.39,-0.58,-0.39,0.59,0.02,-0.06,-0.02
-0.39,-0.58,-0.39,0.59,0.01,-0.06,0.0
-0.39,-0.58,-0.39,0.59,0.01,-0.06,-0.06
-0.39,-0.58,-0.39,0.59,0.03,-0.03,-0.02
-0.39,-0.58,-0.39,0.59,0.02,-0.03,-0.05
-0.39,-0.58,-0.39,0.59,0.03,-0.04,0.0
-0.39,-0.58,-0.39,0.59,0.03,-0.06,-0.01
-0.39,-0.58,-0.39,0.59,0.02,-0.05,-0.05
-0.39,-0.58,-0.39,0.59,0.02,-0.05,-0.04
-0.39,-0.58,-0.39,0.59,0.01,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.03,-0.04,-0.03
-0.39,-0.58,-0.39,0.59,0.02,-0.04,-0.03
-0.39,-0.58,-0.39,0.59,0.03,-0.04,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.06,-0.05
-0.39,-0.58,-0.39,0.59,0.02,-0.07,0.0
-0.39,-0.58,-0.39,0.59,0.03,-0.04,-0.01
-0.39,-0.58,-0.39,0.59,0.02,-0.03,-0.06
-0.39,-0.58,-0.39,0.59,0.01,-0.05,-0.02
-0.39,-0.58,-0.39,0.59,0.01,-0.05,-0.02
-0.39,-0.58,-0.39,0.59,0.01,-0.07,-0.05
-0.39,-0.58,-0.39,0.59,0.03,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.01,-0.03,-0.03
-0.39,-0.58,-0.39,0.59,0.03,-0.06,-0.02
-0.39,-0.58,-0.39,0.59,0.02,-0.05,-0.02
-0.39,-0.58,-0.39,0.59,0.01,-0.04,-0.02
-0.39,-0.58,-0.39,0.59,0.02,-0.04,-0.03
-0.39,-0.58,-0.39,0.59,0.01,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.06,-0.04
-0.39,-0.58,-0.39,0.59,0.0,-0.06,-0.04
-0.39,-0.58,-0.39,0.59,0.0,-0.06,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.06,-0.04
-0.39,-0.58,-0.39,0.59,0.02,-0.04,-0.03
-0.39,-0.58,-0.39,0.59,0.01,-0.04,-0.02
-0.39,-0.58,-0.39,0.59,0.0,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.01,-0.06,-0.03
-0.39,-0.58,-0.39,0.59,0.03,-0.04,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.04,0.0
-0.39,-0.58,-0.39,0.59,0.01,-0.04,-0.03
-0.39,-0.58,-0.39,0.59,0.01,-0.05,-0.01
-0.39,-0.58,-0.39,0.59,0.03,-0.06,-0.01
-0.39,-0.58,-0.39,0.59,0.01,-0.05,-0.02
-0.39,-0.58,-0.39,0.59,0.03,-0.03,0.0
-0.39,-0.58,-0.39,0.59,0.0,-0.05,-0.02
-0.39,-0.58,-0.39,0.59,0.0,-0.04,-0.01
-0.39,-0.58,-0.39,0.59,0.01,-0.06,0.01
-0.39,-0.58,-0.39,0.59,0.03,-0.06,-0.02
-0.39,-0.58,-0.39,0.59,0.01,-0.05,-0.03
-0.39,-0.58,-0.39,0.59,0.01,-0.04,-0.04
-0.39,-0.58,-0.39,0.59,0.0,-0.04,0.02
-0.39,-0.58,-0.39,0.59,0.01,-0.07,-0.01
-0.39,-0.58,-0.39,0.59,0.01,-0.04,-0.04
-0.39,-0.58,-0.39,0.59,0.01,-0.04,0.0
-0.39,-0.58,-0.39,0.59,0.01,-0.05,0.0
-0.39,-0.58,-0.39,0.59,0.02,-0.04,0.0
-0.39,-0.58,-0.39,0.59,0.0,-0.06,-0.03
